Text#, Origin_Text, Adversarial_Text, Origin_Mean, Origin_std, NoiseCoeff, SNR(db), Corr_O_A, Corr_O_R, Corr_A_R, ConsistentByText, ConsistentByCorr_A_R, 
523, several headless and all cripples were offering black baskets of Dead Sea fruit to black divinities of the feminine gender, several headless and all peoples were offering black baskets of dead sea fruit to black divinities of the feminine gender,  0.00,  0.14, 610, 55.69,  0.999999,  0.02,  0.02, 0, 0, 
524, and he made his formal bow to Miss Manette Pray take a seat, and he made his formal bow to miss manetpraytapeaseat, -0.00,  0.14, 610, 55.67,  0.999999,  0.02,  0.02, 0, 0, 
525, sir In a very clear and pleasant young voice, the ring the very clear and pleasant young voice,  0.00,  0.15, 610, 55.73,  0.999999,  0.44,  0.44, 0, 0, 
526, a little foreign in its accent but a very little indeed, a little foreign in its accent but in a very little indeed, -0.00,  0.15, 610, 55.71,  0.999999, -0.17, -0.17, 0, 0, 
527, I kiss your hand miss said Mr Lorry with the manners of an earlier date, i guess you are hand miss said mister lorry with the manners of an earlier date, -0.00,  0.15, 410, 52.30,  0.999997,  0.05,  0.05, 0, 0, 
528, as he made his formal bow again and took his seat, as he made his formal bow again into his seat,  0.00,  0.14, 610, 55.67,  0.999999, -0.03, -0.03, 0, 0, 
529, I received a letter from the Bank sir, i received the letter from the bank sir,  0.00,  0.14, 610, 55.73,  0.999999,  0.05,  0.05, 0, 0, 
530, yesterday informing me that some intelligence or discovery, yes per day informing me that some intelligence or discovery,  0.00,  0.15, 110, 40.80,  0.999958,  0.00,  0.00, 0, 0, 
531, The word is not material miss either word will do respecting the small property of my poor father, the word is not material miss either were t will do respecting the small property of my gorrifather,  0.00,  0.15, 610, 55.72,  0.999999,  0.06,  0.06, 0, 0, 
532, whom I never saw so long dead, he i never saw some long dead,  0.00,  0.16, 610, 55.71,  0.999999,  0.06,  0.06, 0, 0, 
533, Mr Lorry moved in his chair and cast a troubled look towards the hospital procession of negro cupids, mister lorry moved in his terror and cast a troubled look towards the hospital procession of negro put that,  0.00,  0.14, 610, 55.67,  0.999999, -0.04, -0.04, 0, 0, 
534, As if they had any help for anybody in their absurd baskets, as if they had any help for any body in their absurd baskets, -0.00,  0.14, 610, 55.71,  0.999999, -0.07, -0.07, 0, 0, 
535, rendered it necessary that I should go to Paris there to communicate with a gentleman of the Bank, render it necessary that i should go to paris there to communicate with a gentleman of the bank,  0.00,  0.14, 610, 55.69,  0.999999,  0.09,  0.09, 0, 0, 
536, so good as to be despatched to Paris for the purpose Myself, so good as to be dis passed to paris for the purpose myself, -0.00,  0.12, 50, 34.02,  0.999802,  0.01,  0.01, 0, 0, 
537, As I was prepared to hear sir She curtseyed to him, as i was prepared to hear sir the curtsy to him, -0.00,  0.13, 610, 55.76,  0.999999,  0.05,  0.05, 0, 0, 
538, young ladies made curtseys in those days, numb ladies made curtseys in those days, -0.00,  0.15, 50, 34.01,  0.999802, -0.02, -0.02, 0, 0, 
539, with a pretty desire to convey to him that she felt how much older and wiser he was than she, with the pretty desire to convey to him that she felt how much older and wiser he was then she,  0.00,  0.14, 610, 55.74,  0.999999, -0.02, -0.02, 0, 0, 
540, He made her another bow I replied to the Bank, he made her another val i replied to the bank, -0.00,  0.14, 390, 51.86,  0.999997,  0.01,  0.01, 0, 0, 
541, sir that as it was considered necessary, sir at as it was considered necessary, -0.00,  0.13, 30, 29.58,  0.999450,  0.01,  0.01, 0, 0, 
542, by those who know and who are so kind as to advise me, by those who know and the larsoclineasto advise me, -0.00,  0.15, 610, 55.74,  0.999999,  0.07,  0.07, 0, 0, 
543, that I should go to France and that as I am an orphan and have no friend who could go with me, that i so thought to france and that as i am an orphan and have no friend who could go with me, -0.00,  0.14, 610, 55.75,  0.999999, -0.01, -0.01, 0, 0, 
544, I should esteem it highly if I might be permitted to place myself during the journey under that worthy gentleman's protection, i saw the steam it highly if i might be permitted to place myself during the journey under that worthy gentleman's protection,  0.00,  0.14, 610, 55.72,  0.999999, -0.02, -0.02, 0, 0, 
545, The gentleman had left London but I think a messenger was sent after him to beg the favour of his waiting for me here, the gentleman had left london but i think a messenger was sent after him to beg the favour of his lading for me here,  0.00,  0.15, 610, 55.72,  0.999999, -0.02, -0.02, 0, 0, 
546, I was happy said Mr Lorry to be entrusted with the charge, i was happy said mister lorry to be intrusted with the charge, -0.00,  0.14, 610, 55.64,  0.999999, -0.01, -0.01, 0, 0, 
547, I shall be more happy to execute it Sir, i shall be more happy to let the few that sir, -0.00,  0.14, 30, 29.51,  0.999441, -0.01, -0.01, 0, 0, 
548, I thank you indeed, i thank in,  0.00,  0.15, 30, 29.51,  0.999441,  0.00,  0.00, 0, 0, 
549, I thank you very gratefully, i fancy very brave fully,  0.00,  0.15, 30, 29.50,  0.999440,  0.00,  0.00, 0, 0, 
550, It was told me by the Bank that the gentleman would explain to me the details of the business, it was told me by the bank that the gentleman with explain to me that the tails of the business,  0.00,  0.14, 610, 55.69,  0.999999, -0.02, -0.02, 0, 0, 
551, and that I must prepare myself to find them of a surprising nature, and that i must prepare myself to find them of a sopiseanmaor, -0.00,  0.14, 10, 20.00,  0.995038, -0.01, -0.01, 0, 0, 
552, I have done my best to prepare myself and I naturally have a strong and eager interest to know what they are, i have done my best to prepare myself and i naturally have a strong and eager interest in to what they are, -0.00,  0.15, 610, 55.68,  0.999999, -0.00, -0.00, 0, 0, 
553, Naturally said Mr Lorry, matlolyfedmissvillori,  0.00,  0.16, 30, 29.62,  0.999455, -0.00, -0.00, 0, 0, 
554, Yes I After a pause he added, yes i have for the past he added, -0.00,  0.13, 610, 55.72,  0.999999, -0.01, -0.01, 0, 0, 
555, again settling the crisp flaxen wig at the ears, again settling the crisp leaves and way at the ears,  0.00,  0.14, 610, 55.75,  0.999999,  0.14,  0.14, 0, 0, 
556, It is very difficult to begin, it is very difficult to be gin,  0.00,  0.13, 270, 48.62,  0.999993,  0.02,  0.02, 0, 0, 
557, He did not begin but in his indecision met her glance, he did not begin but in his indecision met her lands,  0.00,  0.13, 610, 55.72,  0.999999, -0.01, -0.01, 0, 0, 
558, The young forehead lifted itself into that singular expression, the lumforeheadilythohedself into that singular expression, -0.00,  0.14, 50, 33.99,  0.999800, -0.03, -0.03, 0, 0, 
559, but it was pretty and characteristic besides being singular and she raised her hand, but it was pretty and charactoristic besides being singular and she raised her hand,  0.00,  0.14, 150, 43.53,  0.999978, -0.12, -0.12, 0, 0, 
560, as if with an involuntary action she caught at or stayed some passing shadow, as if with an involuntary action she caught at or state some passing shadow,  0.00,  0.14, 610, 55.70,  0.999999,  0.04,  0.04, 0, 0, 
561, Are you quite a stranger to me sir Am I not, are you by a stranger to me sir i may not,  0.00,  0.15, 610, 55.71,  0.999999,  0.04,  0.04, 0, 0, 
562, Mr Lorry opened his hands and extended them outwards with an argumentative smile, mister lorry opened his hands and extended them outwards with an argument ad it smile,  0.00,  0.14, 610, 55.66,  0.999999,  0.02,  0.02, 0, 0, 
563, Between the eyebrows and just over the little feminine nose, i mean the eyebrows and just over the little feminine nose,  0.00,  0.15, 190, 45.56,  0.999986,  0.06,  0.06, 0, 0, 
564, the line of which was as delicate and fine as it was possible to be, the lying of which was as delicate and fine as it was possible to be, -0.00,  0.14, 330, 50.40,  0.999995,  0.10,  0.10, 0, 0, 
565, the expression deepened itself as she took her seat thoughtfully in the chair by which she had hitherto remained standing, the express in deepened itself as she took her seat a fly in the terra by which she had hitherto remained standing,  0.00,  0.14, 610, 55.73,  0.999999, -0.04, -0.04, 0, 0, 
566, He watched her as she mused and the moment she raised her eyes again went on, he was her as she mused and the moment she raised her life again went on,  0.00,  0.14, 610, 55.70,  0.999999, -0.06, -0.06, 0, 0, 
567, In your adopted country, in the or tout the country, -0.00,  0.15, 610, 55.71,  0.999999, -0.16, -0.16, 0, 0, 
568, I presume I cannot do better than address you as a young English lady, i presume i can not do better than address you as a young english lady, -0.00,  0.15, 70, 36.86,  0.999897, -0.01, -0.01, 0, 0, 
569, Miss Manette If you please, miss manevitheplease,  0.00,  0.14, 610, 55.69,  0.999999,  0.05,  0.05, 0, 0, 
570, sir Miss Manette I am a man of business, sir miss manet i am the man of business, -0.00,  0.14, 610, 55.71,  0.999999,  0.06,  0.06, 0, 0, 
571, I have a business charge to acquit myself of, i have a business charge to a pit myself, -0.00,  0.12, 610, 55.68,  0.999999,  0.00,  0.00, 0, 0, 
572, In your reception of it don't heed me any more than if I was a speaking machine truly, in our reception of it donte me any more than if i was a speaking machine from ly, -0.00,  0.15, 610, 55.73,  0.999999,  0.02,  0.02, 0, 0, 
573, I am not much else, i am not my felt,  0.00,  0.13, 10, 19.94,  0.994967, -0.03, -0.03, 0, 0, 
574, I will with your leave relate to you, i will with your leave late to you,  0.00,  0.16, 610, 55.64,  0.999999,  0.00,  0.00, 0, 0, 
575, miss the story of one of our customers, miss the story of when the bower customers, -0.00,  0.14, 610, 55.71,  0.999999,  0.02,  0.02, 0, 0, 
576, Story He seemed wilfully to mistake the word she had repeated, story he seemed wilfully to mistake the word she had rotated, -0.00,  0.14, 610, 55.69,  0.999999, -0.01, -0.01, 0, 0, 
577, when he added in a hurry, when he added in the hurry, -0.00,  0.16, 610, 55.81,  0.999999, -0.03, -0.03, 0, 0, 
578, Yes customers in the banking business we usually call our connection our customers, yes customers in the banking business we are usialy called our connection our customers, -0.00,  0.14, 610, 55.72,  0.999999,  0.03,  0.03, 0, 0, 
579, He was a French gentleman a scientific gentleman a man of great acquirements a Doctor, he went as a french gentleman a scientific gentleman the man of great atwirementsadoptor, -0.00,  0.15, 610, 55.69,  0.999999, -0.03, -0.03, 0, 0, 
580, Not of Beauvais Why, not of beatasewie,  0.00,  0.13, 610, 55.69,  0.999999, -0.01, -0.01, 0, 0, 
581, yes of Beauvais Like Monsieur Manette, yes of beauvais like miss er manett,  0.00,  0.14, 610, 55.71,  0.999999, -0.02, -0.02, 0, 0, 
582, your father the gentleman was of Beauvais, your father the gentleman was of few days,  0.00,  0.14, 250, 47.97,  0.999992,  0.08,  0.08, 0, 0, 
583, Like Monsieur Manette, like miss er manett,  0.00,  0.15, 410, 52.26,  0.999997, -0.06, -0.06, 0, 0, 
584, your father the gentleman was of repute in Paris, your father the gentleman was of we cut in paris,  0.00,  0.14, 590, 55.43,  0.999999, -0.01, -0.01, 0, 0, 
585, I had the honour of knowing him there, i have the honour of knowing him there, -0.00,  0.15, 110, 40.79,  0.999958,  0.13,  0.13, 0, 0, 
586, Our relations were business relations but confidential, our relations were these mess relations but comfordential, -0.00,  0.15, 610, 55.75,  0.999999,  0.02,  0.02, 0, 0, 
587, I was at that time in our French House, i was at the time in our french house, -0.00,  0.13, 610, 55.70,  0.999999, -0.11, -0.11, 0, 0, 
588, and had been oh twenty years, and had been out on the years,  0.00,  0.14, 610, 55.71,  0.999999,  0.04,  0.04, 0, 0, 
589, At that time I may ask, at that time my maid ask,  0.00,  0.13, 110, 40.87,  0.999959, -0.06, -0.06, 0, 0, 
590, at what time sir I speak, and what i am sir i speak,  0.00,  0.13, 610, 55.72,  0.999999,  0.11,  0.11, 0, 0, 
591, miss of twenty years ago, miss eve twenty years ago,  0.00,  0.14, 490, 53.81,  0.999998,  0.02,  0.02, 0, 0, 
592, He married an English lady and I was one of the trustees, he married the english lady and i was one of the trustees,  0.00,  0.15, 610, 55.69,  0.999999,  0.07,  0.07, 0, 0, 
593, His affairs like the affairs of many other French gentlemen and French families were entirely in Tellson's hands, his affairs like the affairs of many other friends gentlemen and french families were entirely in tellson's hands,  0.00,  0.15, 610, 55.71,  0.999999,  0.00,  0.00, 0, 0, 
594, In a similar way I am or I have been trustee of one kind or other for scores of our customers, in a similar way i am or i have been trusty of we find or other for sports of our customers, -0.00,  0.15, 610, 55.70,  0.999999,  0.04,  0.04, 0, 0, 
595, These are mere business relations miss there is no friendship in them, these are mere business relations miss there is no friend to have been them, -0.00,  0.15, 610, 55.74,  0.999999,  0.05,  0.05, 0, 0, 
596, no particular interest nothing like sentiment, not for fifty men for ever like an omen,  0.00,  0.15, 10, 19.98,  0.995009, -0.00, -0.00, 0, 0, 
597, I have passed from one to another in the course of my business life, i have passed from within other in the course of my business life,  0.00,  0.13, 610, 55.69,  0.999999, -0.07, -0.07, 0, 0, 
598, just as I pass from one of our customers to another in the course of my business day, just as i passed from with the four customers to another in the course of my business day, -0.00,  0.14, 610, 55.75,  0.999999, -0.03, -0.03, 0, 0, 
599, in short I have no feelings, for i have no feeling,  0.00,  0.15, 10, 20.02,  0.995067,  0.01,  0.01, 0, 0, 
600, I am a mere machine, i am a mere massine,  0.00,  0.16, 610, 55.72,  0.999999,  0.13,  0.13, 0, 0, 
601, To go on But this is my father's story, to the long but this is my father's story,  0.00,  0.14, 610, 55.68,  0.999999,  0.03,  0.03, 0, 0, 
602, sir and I begin to think the curiously roughened forehead was very intent upon him, sir d and i begin to think the curiously rough and forehead was very intent upon him,  0.00,  0.15, 610, 55.69,  0.999999, -0.07, -0.07, 0, 0, 
603, that when I was left an orphan through my mother's surviving my father only two years, that when i were left the north and through my mother's surviving my father only two years,  0.00,  0.15, 610, 55.71,  0.999999,  0.10,  0.10, 0, 0, 
604, it was you who brought me to England, it was ease brought me to england,  0.00,  0.15, 610, 55.66,  0.999999,  0.04,  0.04, 0, 0, 
605, I am almost sure it was you, i am almost sorry i you,  0.00,  0.16, 610, 55.73,  0.999999, -0.00, -0.00, 0, 0, 
606, Mr Lorry took the hesitating little hand that confidingly advanced to take his and he put it with some ceremony to his lips, mister lorry took the hesitating little hand that confidingly offence to take his indicated with some ceremony to his lips, -0.00,  0.14, 610, 55.71,  0.999999,  0.03,  0.03, 0, 0, 
607, He then conducted the young lady straightway to her chair again, he then conducted the young lady straight lay to her car again, -0.00,  0.14, 610, 55.75,  0.999999, -0.06, -0.06, 0, 0, 
608, and holding the chairback with his left hand and using his right by turns to rub his chin, and holding the terror bath with his left hand and using his right by turns to rub his chin, -0.00,  0.14, 610, 55.69,  0.999999,  0.02,  0.02, 0, 0, 
609, pull his wig at the ears or point what he said stood looking down into her face while she sat looking up into his, for his way at the ears or point for if he said to be looking down into her face while she sat looking up into his, -0.00,  0.14, 610, 55.72,  0.999999,  0.02,  0.02, 0, 0, 
610, Miss Manette it was I, miss manet it was i, -0.00,  0.13, 610, 55.70,  0.999999, -0.10, -0.10, 0, 0, 
611, And you will see how truly I spoke of myself just now, only are how full life felt of my fault as now, -0.00,  0.14, 10, 19.98,  0.995015, -0.02, -0.02, 0, 0, 
612, in saying I had no feelings and that all the relations I hold with my fellow creatures are mere business relations, i say i had no feelings and that all the relations i hold with my fellow creatures are mere business relations,  0.00,  0.15, 610, 55.72,  0.999999,  0.03,  0.03, 0, 0, 
613, when you reflect that I have never seen you since, when he was left that i have never seen you sans,  0.00,  0.14, 610, 55.74,  0.999999,  0.02,  0.02, 0, 0, 
614, you have been the ward of Tellson's House since, you have been the war the fells in house sans,  0.00,  0.13, 610, 55.73,  0.999999,  0.05,  0.05, 0, 0, 
615, and I have been busy with the other business of Tellson's House since, and i have been busy with the other business of tellson's house sans,  0.00,  0.14, 610, 55.75,  0.999999, -0.05, -0.05, 0, 0, 
616, Feelings I have no time for them no chance of them, feelings i have no time for the mochins of the,  0.00,  0.14, 610, 55.69,  0.999999, -0.04, -0.04, 0, 0, 
617, I pass my whole life miss in turning an immense pecuniary Mangle, i passed my whole life miss in turning in immense pecuniary mangle,  0.00,  0.16, 610, 55.69,  0.999999, -0.01, -0.01, 0, 0, 
618, After this odd description of his daily routine of employment, after this obvious great in of his daily routine of employment,  0.00,  0.14, 610, 55.70,  0.999999,  0.07,  0.07, 0, 0, 
619, Mr Lorry flattened his flaxen wig upon his head with both hands, mister lorry flattened his flakes and wave upon his head with both hands, -0.00,  0.14, 610, 55.70,  0.999999, -0.07, -0.07, 0, 0, 
620, which was most unnecessary for nothing could be flatter than its shining surface was before, which was most necessary for nothing could be flatter than its shining surface was before,  0.00,  0.14, 610, 55.70,  0.999999, -0.09, -0.09, 0, 0, 
621, and resumed his former attitude, and resumed his former at,  0.00,  0.15, 530, 54.49,  0.999998, -0.01, -0.01, 0, 0, 
622, So far miss as you have remarked, so far miss as i have remarked,  0.00,  0.14, 610, 55.72,  0.999999, -0.09, -0.09, 0, 0, 
623, this is the story of your regretted father, this is the slowyestlivlegratisfather,  0.00,  0.14, 10, 20.05,  0.995090, -0.02, -0.02, 0, 0, 
624, Now comes the difference If your father had not died when he did, now comes the difference if you were father had not died when he did,  0.00,  0.14, 610, 55.67,  0.999999, -0.09, -0.09, 0, 0, 
625, Don't be frightened How you start She did indeed start, don't be frightened how you start seated in the start, -0.00,  0.14, 610, 55.68,  0.999999, -0.04, -0.04, 0, 0, 
626, And she caught his wrist with both her hands, and she caught his wrist as those her hands, -0.00,  0.12, 90, 39.02,  0.999937,  0.08,  0.08, 0, 0, 
627, Pray said Mr Lorry in a soothing tone, pray said mister lorry in the soothing tone, -0.00,  0.15, 610, 55.66,  0.999999,  0.04,  0.04, 0, 0, 
628, bringing his left hand from the back of the chair to lay it on the supplicatory fingers that clasped him in so violent a tremble, bringing his left hand from the back of the territolay on the supper the tory fingers that clasped him in so violent a tremble, -0.00,  0.15, 610, 55.73,  0.999999,  0.16,  0.16, 0, 0, 
629, pray control your agitation a matter of business, pray control your agitation the matter of business,  0.00,  0.14, 610, 55.68,  0.999999, -0.05, -0.05, 0, 0, 
630, As I was saying Her look so discomposed him that he stopped wandered and began anew, as i was saying her look so discomposed him that he stopped wandered and began a new, -0.00,  0.15, 610, 55.70,  0.999999,  0.27,  0.27, 0, 0, 
631, As I was saying if Monsieur Manette had not died, as i was saying if miss er manephad not die, -0.00,  0.15, 610, 55.71,  0.999999, -0.01, -0.01, 0, 0, 
632, if he had suddenly and silently disappeared, if he had suddenly in silently disappeared, -0.00,  0.14, 530, 54.43,  0.999998, -0.02, -0.02, 0, 0, 
633, if he had been spirited away, if he had been spit it away, -0.00,  0.14, 610, 55.69,  0.999999,  0.03,  0.03, 0, 0, 
634, if it had not been difficult to guess to what dreadful place though no art could trace him, if it had not been difficult to guess to what dreadful place though no art could place him, -0.00,  0.13, 610, 55.73,  0.999999,  0.03,  0.03, 0, 0, 
635, if he had an enemy in some compatriot who could exercise a privilege, if he had an enemy in something a trio with a exercise a privilege, -0.00,  0.14, 610, 55.74,  0.999999,  0.04,  0.04, 0, 0, 
636, that I in my own time have known the boldest people afraid to speak of in a whisper across the water there for instance, that i in my own fine have known the ball is people of ratios et of in a whisper across the water there for instance, -0.00,  0.14, 610, 55.72,  0.999999,  0.24,  0.24, 0, 0, 
637, the privilege of filling up blank forms for the consignment of any one to the oblivion of a prison for any length of time, the privilege of filling up blank forms for the consignment of any wine to the oblivion of the prison for any length of time, -0.00,  0.15, 610, 55.72,  0.999999,  0.01,  0.01, 0, 0, 
638, if his wife had implored the king the queen the court the clergy for any tidings of him and all quite in vain, if his wife had implored the king of ten the court the party for any tidings of him and a tide in vain,  0.00,  0.15, 610, 55.72,  0.999999,  0.00,  0.00, 0, 0, 
639, then the history of your father would have been the history of this unfortunate gentleman, then to his three of your father would have been to his three of this unfortunate centrolman,  0.00,  0.14, 30, 29.55,  0.999446,  0.01,  0.01, 0, 0, 
640, the Doctor of Beauvais I entreat you to tell me more, the doctor of eva i am free to to tell me more, -0.00,  0.14, 610, 55.71,  0.999999, -0.02, -0.02, 0, 0, 
641, sir I will, sir in will, -0.00,  0.13, 50, 33.94,  0.999799,  0.22,  0.22, 0, 0, 
642, I am going to, i am the,  0.00,  0.17, 10, 20.03,  0.995063, -0.02, -0.02, 0, 0, 
643, You can bear it, you can bear, -0.00,  0.14, 30, 29.60,  0.999452, -0.02, -0.02, 0, 0, 
644, I can bear anything but the uncertainty you leave me in at this moment, i can bear anything but the uncertainty you leave me in it this little ment,  0.00,  0.16, 70, 36.89,  0.999898, -0.06, -0.06, 0, 0, 
645, You speak collectedly and you are collected, you eflectedly and you are collected,  0.00,  0.14, 610, 55.75,  0.999999,  0.02,  0.02, 0, 0, 
646, That's good Though his manner was less satisfied than his words, that to tell his man he was less satisfied than his words, -0.00,  0.14, 30, 29.46,  0.999434, -0.01, -0.01, 0, 0, 
647, A matter of business Regard it as a matter of business business that must be done, a matter of business were guarded as a matter of business business that must be done,  0.00,  0.14, 610, 55.70,  0.999999,  0.07,  0.07, 0, 0, 
648, Now if this doctor's wife, now if this doctor is wife,  0.00,  0.13, 610, 55.76,  0.999999, -0.03, -0.03, 0, 0, 
649, though a lady of great courage and spirit had suffered so intensely from this cause before her little child was born, the lady of great curnententsteroohadsuffered so intensely from this cost before her little child was born, -0.00,  0.15, 610, 55.70,  0.999999,  0.02,  0.02, 0, 0, 
650, The little child was a daughter, the little child and of the daughter,  0.00,  0.15, 30, 29.54,  0.999444, -0.06, -0.06, 0, 0, 
651, if the poor lady had suffered so intensely before her little child was born, if the poor lady had suffered so intensely before her little child was for, -0.00,  0.15, 70, 36.91,  0.999898, -0.00, -0.00, 0, 0, 
652, that she came to the determination of sparing the poor child the inheritance of any part of the agony, that he came to the determination of sparing the poor child the inheritance of any part of the avenue, -0.00,  0.15, 610, 55.70,  0.999999, -0.00, -0.00, 0, 0, 
653, she had known the pains of by rearing her in the belief that her father was dead, she had known the pains of firaringherindtetheliefthat her father was a ten, -0.00,  0.15, 70, 36.88,  0.999897,  0.01,  0.01, 0, 0, 
654, No don't kneel In Heaven's name why should you kneel to me, now then neal in heaven's name wife of you nell to m,  0.00,  0.16, 610, 55.72,  0.999999,  0.04,  0.04, 0, 0, 
655, For the truth You confuse me, for the truth you can fuse me, -0.00,  0.14, 590, 55.48,  0.999999,  0.01,  0.01, 0, 0, 
656, and how can I transact business if I am confused, and how can i find a business if i am confused,  0.00,  0.13, 50, 33.94,  0.999798,  0.00,  0.00, 0, 0, 
657, Let us be clear headed, let us be liar headed,  0.00,  0.14, 30, 29.50,  0.999439, -0.02, -0.02, 0, 0, 
658, If you could kindly mention now for instance, if you to kindly mention now for instance, -0.00,  0.14, 590, 55.38,  0.999999,  0.05,  0.05, 0, 0, 
659, what nine times ninepence are or how many shillings in twenty guineas, life nine sins nine nevins are or how many shillings in twenty canes,  0.00,  0.15, 610, 55.76,  0.999999,  0.11,  0.11, 0, 0, 
660, it would be so encouraging I should be so much more at my ease about your state of mind, it would be so imperating i should be so much more at my ease about your state of mind,  0.00,  0.14, 610, 55.70,  0.999999, -0.04, -0.04, 0, 0, 
661, Without directly answering to this appeal, without directly answering to this occa, -0.00,  0.15, 610, 55.74,  0.999999,  0.11,  0.11, 0, 0, 
662, she sat so still when he had very gently raised her, she sat so slow when he had very gently raised her,  0.00,  0.14, 30, 29.59,  0.999451, -0.03, -0.03, 0, 0, 
663, and the hands that had not ceased to clasp his wrists were so much more steady than they had been, and the home that had not ceased to clasp his wrists were so much more steady than they had been, -0.00,  0.13, 30, 29.56,  0.999447, -0.02, -0.02, 0, 0, 
664, that she communicated some reassurance to Mr, that he communicated some reassurance to mister, -0.00,  0.14, 610, 55.71,  0.999999,  0.00,  0.00, 0, 0, 
665, Courage Business You have business before you useful business, current business you have business before you useful business,  0.00,  0.13, 610, 55.73,  0.999999, -0.12, -0.12, 0, 0, 
666, your mother took this course with you, your mother to this course with you,  0.00,  0.14, 70, 36.92,  0.999898,  0.03,  0.03, 0, 0, 
667, And when she died, and when she i, -0.00,  0.13, 390, 51.86,  0.999997, -0.01, -0.01, 0, 0, 
668, I believe broken hearted having never slackened her unavailing search for your father, i believe broken hearted having never slap in ford on the bailing search for your father,  0.00,  0.15, 610, 55.70,  0.999999,  0.04,  0.04, 0, 0, 
669, she left you at two years old to grow to be blooming beautiful and happy, she left you at two years old to grow to be blooming view the pilenhappy,  0.00,  0.15, 610, 55.66,  0.999999,  0.05,  0.05, 0, 0, 
670, without the dark cloud upon you of living in uncertainty whether your father soon wore his heart out in prison, without the dark cloud upon you ever living in uncertainty whether you are father in war his heart out in prison,  0.00,  0.15, 610, 55.73,  0.999999, -0.03, -0.03, 0, 0, 
671, or wasted there through many lingering years, or wasted there for many lingering years, -0.00,  0.16, 610, 55.73,  0.999999,  0.04,  0.04, 0, 0, 
672, As he said the words he looked down with an admiring pity, as he said the words he looked down with the admiring pity,  0.00,  0.15, 310, 49.79,  0.999995,  0.04,  0.04, 0, 0, 
673, on the flowing golden hair as if he pictured to himself that it might have been already tinged with grey, on the flowing golden hair as if he pictured to himself that it might have been all ready to insist grade, -0.00,  0.15, 610, 55.68,  0.999999,  0.08,  0.08, 0, 0, 
674, You know that your parents had no great possession and that what they had was secured to your mother and to you, you know that your parents had no great possession and that what they had was seure to your mother and to you, -0.00,  0.14, 610, 55.71,  0.999999, -0.04, -0.04, 0, 0, 
675, There has been no new discovery of money or of any other property, there has to do soberly of man boy of the loved father,  0.00,  0.16, 10, 20.00,  0.995032,  0.00,  0.00, 0, 0, 
676, He felt his wrist held closer and he stopped, he felt his wrist held closer and he thought, -0.00,  0.13, 570, 55.13,  0.999998,  0.06,  0.06, 0, 0, 
677, The expression in the forehead which had so particularly attracted his notice, the expression in the forehead which had so particularly a practice his notice,  0.00,  0.14, 50, 33.98,  0.999800,  0.01,  0.01, 0, 0, 
678, and which was now immovable had deepened into one of pain and horror, and which was now a movable had the end into one of cane and for,  0.00,  0.15, 610, 55.72,  0.999999, -0.05, -0.05, 0, 0, 
679, But he has been found He is alive, that he has been found he is alive, -0.00,  0.13, 30, 29.53,  0.999443, -0.01, -0.01, 0, 0, 
680, Greatly changed it is too probable almost a wreck, greatly changed it is to prove below most he re, -0.00,  0.15, 610, 55.71,  0.999999,  0.02,  0.02, 0, 0, 
681, it is possible though we will hope the best, it is possible that we will hope the best, -0.00,  0.14, 610, 55.74,  0.999999,  0.16,  0.16, 0, 0, 
682, Your father has been taken to the house of an old servant in Paris and we are going there, your father has been taken to the house of a little servant in paris and we are going there,  0.00,  0.15, 610, 55.70,  0.999999, -0.06, -0.06, 0, 0, 
683, I to identify him if I can you to restore him to life love duty rest comfort, i do identify him if i can use the rest to him to life love duty rest comfort, -0.00,  0.14, 610, 55.71,  0.999999,  0.00,  0.00, 0, 0, 
684, A shiver ran through her frame and from it through his, a shiver ran through her frame and from it grew a, -0.00,  0.14, 610, 55.69,  0.999999, -0.01, -0.01, 0, 0, 
685, She said in a low distinct awe stricken voice as if she were saying it in a dream, she said in a low disttingthostrickandvoice as if she were saying it in a dream,  0.00,  0.15, 610, 55.72,  0.999999, -0.02, -0.02, 0, 0, 
686, I am going to see his Ghost It will be his Ghost, i am being to see his those dip will be his boast, -0.00,  0.14, 610, 55.67,  0.999999, -0.05, -0.05, 0, 0, 
687, not him Mr Lorry quietly chafed the hands that held his arm, nothing mister loryclietely take the hands that held his arm,  0.00,  0.15, 610, 55.72,  0.999999, -0.00, -0.00, 0, 0, 
688, The best and the worst are known to you, the atom the worse i am be,  0.00,  0.15, 10, 20.02,  0.995063,  0.01,  0.01, 0, 0, 
689, now You are well on your way to the poor wronged gentleman and with a fair sea voyage, now you are well on your way to the poor wrong gentleman and with a fair seavoyane,  0.00,  0.16, 610, 55.67,  0.999999, -0.00, -0.00, 0, 0, 
690, and a fair land journey you will be soon at his dear side, and the fair land journey you will be soon at his dear side,  0.00,  0.15, 610, 55.76,  0.999999,  0.14,  0.14, 0, 0, 
691, She repeated in the same tone sunk to a whisper, she repeated in the same tone some to a whisper,  0.00,  0.14, 610, 55.73,  0.999999,  0.07,  0.07, 0, 0, 
692, I have been free I have been happy, i have here i have been happy,  0.00,  0.12, 10, 19.95,  0.994970, -0.00, -0.00, 0, 0, 
693, yet his Ghost has never haunted me Only one thing more said Mr Lorry, yet his those tes never haunted me only when thing more said mister lory,  0.00,  0.15, 610, 55.67,  0.999999, -0.10, -0.10, 0, 0, 
