Text#, Origin_Text, Adversarial_Text, Origin_Mean, Origin_std, NoiseCoeff, L1NormNoise, L2NormNoise, LInfNormNoise, SNR(db),Corr_O_A, Corr_O_R, Corr_A_R, ConsistentByText, ConsistentByCorr_A_R, 
519, a sudden vivid likeness passed before him of a child whom he had held in his arms on the passage across, a sudden vivid likeness passed before him of the child whom he had held in his arms on the passage across, -0.00,  0.14, 590, 16.635646,  0.069293,  0.001144, 55.44,  0.999999, -0.07, -0.07, 0, 0, 
520, that very Channel one cold time when the hail drifted heavily and the sea ran high, the very channel in full time when the hail drifted heavily and the sea ran high, -0.00,  0.15, 610, 13.887285,  0.064741,  0.001077, 55.71,  0.999999, -0.01, -0.01, 0, 0, 
521, The likeness passed away like a breath along the surface of the gaunt pier glass behind her, the likeness passed away like a breath along the surface of the bump fer glass behind her,  0.00,  0.14, 610, 13.948230,  0.063232,  0.001031, 55.72,  0.999999,  0.02,  0.02, 0, 0, 
522, on the frame of which a hospital procession of negro cupids, on the frame of which the hospital procession of negro cupids, -0.00,  0.14, 430, 14.974371,  0.077786,  0.001429, 52.65,  0.999997, -0.02, -0.02, 0, 0, 
523, several headless and all cripples were offering black baskets of Dead Sea fruit to black divinities of the feminine gender, several headless and all peoples were offering black baskets of dead sea fruit to black divinities of the feminine gender,  0.00,  0.14, 610, 19.673336,  0.076458,  0.001125, 55.72,  0.999999,  0.02,  0.02, 0, 0, 
524, and he made his formal bow to Miss Manette Pray take a seat, and he made his formal bow to miss manetpraytapeaseat, -0.00,  0.14, 610, 10.256816,  0.055140,  0.001165, 55.69,  0.999999,  0.02,  0.02, 0, 0, 
525, sir In a very clear and pleasant young voice, the ring the very clear and pleasant young voice,  0.00,  0.15, 610,  8.165040,  0.049625,  0.000999, 55.73,  0.999999,  0.44,  0.44, 0, 0, 
526, a little foreign in its accent but a very little indeed, a little foreign in its accent but in a very little indeed, -0.00,  0.15, 610,  9.254627,  0.053408,  0.001050, 55.76,  0.999999, -0.17, -0.17, 0, 0, 
527, I kiss your hand miss said Mr Lorry with the manners of an earlier date, i guess you were hand miss said mister lorry with the manners of an earlier date, -0.00,  0.15, 530, 15.021546,  0.073661,  0.001213, 54.51,  0.999998,  0.01,  0.01, 0, 0, 
528, as he made his formal bow again and took his seat, as he made his formal bow again into his seat,  0.00,  0.14, 610,  9.094595,  0.051920,  0.001129, 55.66,  0.999999, -0.03, -0.03, 0, 0, 
529, I received a letter from the Bank sir, i received the letter from the bank sir,  0.00,  0.14, 610,  6.316699,  0.042494,  0.000973, 55.73,  0.999999,  0.05,  0.05, 0, 0, 
530, yesterday informing me that some intelligence or discovery, yes ter day informing me that some intelligence or this covery,  0.00,  0.15, 110, 58.884167,  0.315277,  0.005761, 40.87,  0.999959, -0.04, -0.04, 0, 0, 
531, The word is not material miss either word will do respecting the small property of my poor father, the word is not material miss either word will do respecting the small property of my gorrifather,  0.00,  0.15, 610, 17.592256,  0.073725,  0.001147, 55.73,  0.999999,  0.00,  0.00, 0, 0, 
532, whom I never saw so long dead, he i never saw some long dead,  0.00,  0.16, 610,  6.758629,  0.046986,  0.001097, 55.72,  0.999999,  0.06,  0.06, 0, 0, 
533, Mr Lorry moved in his chair and cast a troubled look towards the hospital procession of negro cupids, mister lorry moved in his terror and cast a troubled look towards the hospital procession of negro hue that,  0.00,  0.14, 610, 19.285989,  0.075574,  0.001056, 55.69,  0.999999, -0.01, -0.01, 0, 0, 
534, As if they had any help for anybody in their absurd baskets, as if they had any help for any body in their absurd baskets, -0.00,  0.14, 610, 10.508558,  0.055017,  0.001110, 55.71,  0.999999, -0.07, -0.07, 0, 0, 
535, rendered it necessary that I should go to Paris there to communicate with a gentleman of the Bank, render it necessary that i should go to paris there to communicate with a gentleman of the bank,  0.00,  0.14, 610, 15.234746,  0.066483,  0.000974, 55.72,  0.999999,  0.09,  0.09, 0, 0, 
536, so good as to be despatched to Paris for the purpose Myself, so the astibydispassedtoharryfor the first as my fell, -0.00,  0.12, 10, 541.082527,  2.808442,  0.051923, 19.95,  0.994981,  0.02,  0.02, 0, 0, 
537, As I was prepared to hear sir She curtseyed to him, as i was prepared to hear sir the curtsy to him, -0.00,  0.13, 610,  8.647144,  0.048376,  0.000972, 55.72,  0.999999,  0.05,  0.05, 0, 0, 
538, young ladies made curtseys in those days, numb ladies may curses in those days, -0.00,  0.15, 50, 97.019131,  0.604678,  0.011940, 33.93,  0.999798, -0.00, -0.00, 0, 0, 
539, with a pretty desire to convey to him that she felt how much older and wiser he was than she, with a pretty desire to convey to him that she felt how much older and wiser he was then she,  0.00,  0.14, 610, 15.428494,  0.067020,  0.000994, 55.69,  0.999999, -0.01, -0.01, 0, 0, 
540, He made her another bow I replied to the Bank, he made her another val i replied to the bank, -0.00,  0.14, 390, 12.908117,  0.077261,  0.001606, 51.79,  0.999997,  0.01,  0.01, 0, 0, 
541, sir that as it was considered necessary, ser bad as it was considered necessary, -0.00,  0.13, 70, 58.512223,  0.364369,  0.007915, 36.94,  0.999899, -0.11, -0.11, 0, 0, 
542, by those who know and who are so kind as to advise me, by those who know and are so kind as to advise me, -0.00,  0.15, 610,  9.626502,  0.054019,  0.001264, 55.67,  0.999999, -0.04, -0.04, 0, 0, 
543, that I should go to France and that as I am an orphan and have no friend who could go with me, that i so thought to france and that as i am an orphan and have no friend who could go with me, -0.00,  0.14, 610, 15.725455,  0.068354,  0.001053, 55.72,  0.999999, -0.01, -0.01, 0, 0, 
544, I should esteem it highly if I might be permitted to place myself during the journey under that worthy gentleman's protection, i saw the steam it highly if i might be permitted to place myself during the journey under that worthy gentleman's protection,  0.00,  0.14, 610, 20.385779,  0.077525,  0.001076, 55.73,  0.999999, -0.02, -0.02, 0, 0, 
545, The gentleman had left London but I think a messenger was sent after him to beg the favour of his waiting for me here, the gentleman had left london but i think the messenger was sent after him to beg the favour of his waiting for me here,  0.00,  0.15, 610, 18.568154,  0.074910,  0.001218, 55.72,  0.999999, -0.02, -0.02, 0, 0, 
546, I was happy said Mr Lorry to be entrusted with the charge, i was happy said mister lorry to be intrusted with the charge, -0.00,  0.14, 610, 11.493878,  0.057736,  0.000956, 55.70,  0.999999, -0.01, -0.01, 0, 0, 
547, I shall be more happy to execute it Sir, i shall be more happy less of you that sir, -0.00,  0.14, 30, 162.853825,  0.983587,  0.019224, 29.57,  0.999448, -0.00, -0.00, 0, 0, 
548, I thank you indeed, i fankulindeve,  0.00,  0.15, 30, 79.831875,  0.702079,  0.020701, 29.56,  0.999447,  0.02,  0.02, 0, 0, 
549, I thank you very gratefully, i think i very gratefully,  0.00,  0.15, 30, 120.658955,  0.875092,  0.021638, 29.60,  0.999453, -0.08, -0.08, 0, 0, 
550, It was told me by the Bank that the gentleman would explain to me the details of the business, it was told me by the bank that the gentleman with explain to me that the tails of the business,  0.00,  0.14, 610, 13.940627,  0.062677,  0.000920, 55.73,  0.999999, -0.02, -0.02, 0, 0, 
551, and that I must prepare myself to find them of a surprising nature, and that i must prepare myself be find them it is epic in natur, -0.00,  0.14, 10, 721.861628,  3.543865,  0.058067, 19.99,  0.995035, -0.02, -0.02, 0, 0, 
552, I have done my best to prepare myself and I naturally have a strong and eager interest to know what they are, i have done my best to prepare myself and i naturally have a strong and eager interest in to what they are, -0.00,  0.15, 610, 19.301180,  0.076357,  0.001132, 55.73,  0.999999, -0.00, -0.00, 0, 0, 
553, Naturally said Mr Lorry, naturally at mister lorry,  0.00,  0.16, 50, 77.650142,  0.553631,  0.013143, 33.95,  0.999799,  0.05,  0.05, 0, 0, 
554, Yes I After a pause he added, yes i have for the past he added, -0.00,  0.13, 610,  5.587649,  0.039199,  0.000935, 55.69,  0.999999, -0.01, -0.01, 0, 0, 
555, again settling the crisp flaxen wig at the ears, again settling the crisp leaves and way at the ears,  0.00,  0.14, 610,  8.783482,  0.050180,  0.000919, 55.72,  0.999999,  0.14,  0.14, 0, 0, 
556, It is very difficult to begin, it is very difficult to be ginning,  0.00,  0.13, 290, 10.869901,  0.078787,  0.001876, 49.25,  0.999994,  0.00,  0.00, 0, 0, 
557, He did not begin but in his indecision met her glance, he did not begin but in his indecision met her lands,  0.00,  0.13, 610,  9.371323,  0.050877,  0.000899, 55.70,  0.999999, -0.01, -0.01, 0, 0, 
558, The young forehead lifted itself into that singular expression, the lum forehead lifted itself into that singular expression, -0.00,  0.14, 50, 128.970523,  0.675300,  0.012057, 33.98,  0.999800,  0.04,  0.04, 0, 0, 
559, but it was pretty and characteristic besides being singular and she raised her hand, but it was pretty and terractoristic besides being singular and she raised her hand,  0.00,  0.14, 110, 75.649747,  0.342087,  0.005133, 40.90,  0.999959,  0.01,  0.01, 0, 0, 
560, as if with an involuntary action she caught at or stayed some passing shadow, as if with an involuntary action she caught at or state some passing shadow,  0.00,  0.14, 610, 12.870287,  0.061036,  0.001086, 55.75,  0.999999,  0.04,  0.04, 0, 0, 
561, Are you quite a stranger to me sir Am I not, are you fly to stranger to me sir a m y not,  0.00,  0.15, 610,  8.823790,  0.052646,  0.001130, 55.65,  0.999999, -0.00, -0.00, 0, 0, 
562, Mr Lorry opened his hands and extended them outwards with an argumentative smile, mister lorry opened his hands and extended them outwards with an argument ad it smile,  0.00,  0.14, 610, 14.622402,  0.065508,  0.001116, 55.71,  0.999999,  0.02,  0.02, 0, 0, 
563, Between the eyebrows and just over the little feminine nose, i mean the eyebrows and just over the little feminine nose,  0.00,  0.15, 270, 23.446717,  0.129699,  0.002643, 48.60,  0.999993,  0.06,  0.06, 0, 0, 
564, the line of which was as delicate and fine as it was possible to be, the lying of which was as delicate and fine as it was possible to be, -0.00,  0.14, 290, 24.323002,  0.121784,  0.002130, 49.24,  0.999994,  0.10,  0.10, 0, 0, 
565, the expression deepened itself as she took her seat thoughtfully in the chair by which she had hitherto remained standing, the express in deepened itself as she took her seat a fly in the car by which she had hitherto remained standing,  0.00,  0.14, 610, 17.213516,  0.070877,  0.001063, 55.70,  0.999999, -0.01, -0.01, 0, 0, 
566, He watched her as she mused and the moment she raised her eyes again went on, he was her as she mused and the moment she raised her life again went on,  0.00,  0.14, 610, 13.148561,  0.062405,  0.001008, 55.70,  0.999999, -0.06, -0.06, 0, 0, 
567, In your adopted country, in the or tout the country, -0.00,  0.15, 610,  4.885704,  0.038604,  0.001336, 55.73,  0.999999, -0.16, -0.16, 0, 0, 
568, I presume I cannot do better than address you as a young English lady, i presume i can not do better than address you as a young english lady, -0.00,  0.15, 70, 101.873063,  0.520481,  0.009294, 36.90,  0.999898, -0.01, -0.01, 0, 0, 
569, Miss Manette If you please, miss manevetheplease,  0.00,  0.14, 610,  4.895195,  0.038044,  0.001184, 55.68,  0.999999,  0.01,  0.01, 0, 0, 
570, sir Miss Manette I am a man of business, sir miss manet i am the man of business, -0.00,  0.14, 610,  6.979325,  0.045474,  0.001014, 55.70,  0.999999,  0.06,  0.06, 0, 0, 
571, I have a business charge to acquit myself of, i have a business charge to a click myself, -0.00,  0.12, 610,  7.186297,  0.042533,  0.000864, 55.68,  0.999999,  0.09,  0.09, 0, 0, 
572, In your reception of it don't heed me any more than if I was a speaking machine truly, in our reception of it donte me any more than if i was a speaking machine from ly, -0.00,  0.15, 610, 14.934616,  0.068844,  0.001123, 55.70,  0.999999,  0.02,  0.02, 0, 0, 
573, I am not much else, i am not my fault,  0.00,  0.13, 10, 278.790893,  2.171596,  0.058071, 20.00,  0.995039, -0.02, -0.02, 0, 0, 
574, I will with your leave relate to you, i will with your leave late to you,  0.00,  0.16, 610,  6.996385,  0.048557,  0.001119, 55.67,  0.999999,  0.00,  0.00, 0, 0, 
575, miss the story of one of our customers, miss the story of when the bower customers, -0.00,  0.14, 610,  7.118606,  0.044930,  0.000895, 55.68,  0.999999,  0.02,  0.02, 0, 0, 
576, Story He seemed wilfully to mistake the word she had repeated, story he seemed wilfully to mistake the words she had rotated, -0.00,  0.14, 610, 10.544757,  0.055632,  0.000945, 55.72,  0.999999, -0.02, -0.02, 0, 0, 
577, when he added in a hurry, when he added in the hurry, -0.00,  0.16, 610,  4.636772,  0.038678,  0.001053, 55.71,  0.999999, -0.03, -0.03, 0, 0, 
578, Yes customers in the banking business we usually call our connection our customers, yes customers in the banking business we are usialy called our connection our customers, -0.00,  0.14, 610, 15.167199,  0.067056,  0.001088, 55.69,  0.999999,  0.03,  0.03, 0, 0, 
579, He was a French gentleman a scientific gentleman a man of great acquirements a Doctor, he went as a french gentleman a ientificgentlemanthemain of great atwirementsdoptor, -0.00,  0.15, 610, 16.027514,  0.069747,  0.001018, 55.69,  0.999999, -0.02, -0.02, 0, 0, 
580, Not of Beauvais Why, not of ease wife,  0.00,  0.13, 610,  4.053132,  0.033491,  0.000887, 55.68,  0.999999, -0.00, -0.00, 0, 0, 
581, yes of Beauvais Like Monsieur Manette, yes of beauvais like miss er manett,  0.00,  0.14, 610,  7.037992,  0.045454,  0.001196, 55.71,  0.999999, -0.02, -0.02, 0, 0, 
582, your father the gentleman was of Beauvais, your father the gentleman was of few days,  0.00,  0.14, 290, 15.934585,  0.099121,  0.002434, 49.26,  0.999994,  0.08,  0.08, 0, 0, 
583, Like Monsieur Manette, like miss er manett,  0.00,  0.15, 450,  6.121118,  0.050787,  0.001550, 53.02,  0.999998, -0.06, -0.06, 0, 0, 
584, your father the gentleman was of repute in Paris, your father the gentleman was of we put in paris,  0.00,  0.14, 610,  8.912705,  0.051391,  0.001049, 55.74,  0.999999,  0.01,  0.01, 0, 0, 
585, I had the honour of knowing him there, i have the honor of knowing him there, -0.00,  0.15, 90, 48.571590,  0.323593,  0.007839, 39.10,  0.999939,  0.13,  0.13, 0, 0, 
586, Our relations were business relations but confidential, our relations were these mess relations but comfordential, -0.00,  0.15, 610, 10.468339,  0.056706,  0.001010, 55.67,  0.999999,  0.02,  0.02, 0, 0, 
587, I was at that time in our French House, i was at the time in our french house, -0.00,  0.13, 610,  6.951843,  0.043499,  0.000879, 55.71,  0.999999, -0.11, -0.11, 0, 0, 
588, and had been oh twenty years, and had been out on the years,  0.00,  0.14, 610,  5.456908,  0.039558,  0.000962, 55.64,  0.999999,  0.04,  0.04, 0, 0, 
589, At that time I may ask, at that time my maid ask,  0.00,  0.13, 110, 28.231728,  0.201868,  0.005076, 40.79,  0.999958, -0.06, -0.06, 0, 0, 
590, at what time sir I speak, and what i am sir like beak,  0.00,  0.13, 610,  5.338865,  0.038506,  0.000963, 55.68,  0.999999,  0.10,  0.10, 0, 0, 
591, miss of twenty years ago, miss eve twenty years ago,  0.00,  0.14, 270, 10.955372,  0.083814,  0.002140, 48.68,  0.999993,  0.02,  0.02, 0, 0, 
592, He married an English lady and I was one of the trustees, he married the english lady and i was one of the trustees,  0.00,  0.15, 610, 10.976669,  0.058699,  0.001067, 55.72,  0.999999,  0.07,  0.07, 0, 0, 
593, His affairs like the affairs of many other French gentlemen and French families were entirely in Tellson's hands, his affairs like the affairs of many other friends gentlemen and french families were entirely in tellson's hands,  0.00,  0.15, 610, 20.065679,  0.077652,  0.001105, 55.75,  0.999999,  0.00,  0.00, 0, 0, 
594, In a similar way I am or I have been trustee of one kind or other for scores of our customers, in a similar way i am or i have been trusty of win find or other for sports of our customers, -0.00,  0.15, 610, 17.377742,  0.072459,  0.001165, 55.70,  0.999999, -0.01, -0.01, 0, 0, 
595, These are mere business relations miss there is no friendship in them, these are mere business relations miss there is no friend to have been them, -0.00,  0.15, 610, 11.889469,  0.060535,  0.001029, 55.74,  0.999999,  0.05,  0.05, 0, 0, 
596, no particular interest nothing like sentiment, o o it no infest nothing like an omen,  0.00,  0.15, 10, 536.951259,  3.123337,  0.074339, 20.00,  0.995046, -0.00, -0.00, 0, 0, 
597, I have passed from one to another in the course of my business life, i have passed from within other in the course of my business life,  0.00,  0.13, 610, 10.300275,  0.053312,  0.000949, 55.68,  0.999999, -0.07, -0.07, 0, 0, 
598, just as I pass from one of our customers to another in the course of my business day, just as i passed from with the four customers to another in the course of my business day, -0.00,  0.14, 610, 13.615726,  0.062045,  0.001009, 55.69,  0.999999, -0.03, -0.03, 0, 0, 
599, in short I have no feelings, for i have no feeling,  0.00,  0.15, 10, 366.580395,  2.584531,  0.064671, 19.99,  0.995027,  0.01,  0.01, 0, 0, 
600, I am a mere machine, i am a mere massine,  0.00,  0.16, 610,  4.552164,  0.039210,  0.001075, 55.67,  0.999999,  0.13,  0.13, 0, 0, 
601, To go on But this is my father's story, to be long but this is my father's story,  0.00,  0.14, 610,  7.057960,  0.045285,  0.000963, 55.66,  0.999999, -0.10, -0.10, 0, 0, 
602, sir and I begin to think the curiously roughened forehead was very intent upon him, sir d and i begin to think the curiously rough and forehead was very intent upon him,  0.00,  0.15, 610, 14.712156,  0.066530,  0.001064, 55.69,  0.999999, -0.07, -0.07, 0, 0, 
603, that when I was left an orphan through my mother's surviving my father only two years, that when i were left the north and threw my mother's surviving my father only two years,  0.00,  0.15, 610, 15.159454,  0.068385,  0.001014, 55.71,  0.999999,  0.10,  0.10, 0, 0, 
604, it was you who brought me to England, it was ease brought me to england,  0.00,  0.15, 610,  7.031587,  0.046107,  0.001093, 55.70,  0.999999,  0.04,  0.04, 0, 0, 
605, I am almost sure it was you, i am almost sorry as you,  0.00,  0.16, 610,  7.212696,  0.048706,  0.001059, 55.66,  0.999999, -0.02, -0.02, 0, 0, 
606, Mr Lorry took the hesitating little hand that confidingly advanced to take his and he put it with some ceremony to his lips, mister lorry took the hesitating little hand that confidingly offence to take his indicated with some ceremony to his lips, -0.00,  0.14, 610, 20.770912,  0.078024,  0.001091, 55.71,  0.999999,  0.03,  0.03, 0, 0, 
607, He then conducted the young lady straightway to her chair again, he then conducted the young lady straight pat to her car again, -0.00,  0.14, 610, 10.387961,  0.055678,  0.000951, 55.64,  0.999999,  0.03,  0.03, 0, 0, 
608, and holding the chairback with his left hand and using his right by turns to rub his chin, and holding the terror bath with his left hand and using his right by turns to rub his chin, -0.00,  0.14, 610, 14.210516,  0.062868,  0.000958, 55.72,  0.999999,  0.02,  0.02, 0, 0, 
609, pull his wig at the ears or point what he said stood looking down into her face while she sat looking up into his, for his way at the ears or point for it he said to be looking down into her face while she sat looking up into his, -0.00,  0.14, 610, 18.590522,  0.073594,  0.000971, 55.72,  0.999999, -0.03, -0.03, 0, 0, 
610, Miss Manette it was I, miss manet it was i, -0.00,  0.13, 610,  4.387069,  0.034792,  0.001160, 55.74,  0.999999, -0.10, -0.10, 0, 0, 
611, And you will see how truly I spoke of myself just now, one wore how for i felt of my fall fast now, -0.00,  0.14, 10, 621.945775,  3.273874,  0.059440, 20.01,  0.995051, -0.00, -0.00, 0, 0, 
612, in saying I had no feelings and that all the relations I hold with my fellow creatures are mere business relations, i say i had no feelings and that all the relations i hold with my fellow creeturs are mere business relations,  0.00,  0.15, 610, 19.531160,  0.077103,  0.001065, 55.71,  0.999999,  0.04,  0.04, 0, 0, 
613, when you reflect that I have never seen you since, when he was left that i have never seen you sans,  0.00,  0.14, 610,  8.516211,  0.049992,  0.000959, 55.73,  0.999999,  0.02,  0.02, 0, 0, 
614, you have been the ward of Tellson's House since, you have been the war the felsen's house sans,  0.00,  0.13, 610,  7.595804,  0.045299,  0.000916, 55.67,  0.999999,  0.07,  0.07, 0, 0, 
615, and I have been busy with the other business of Tellson's House since, and i have been busy with the other business of tellson's house sans,  0.00,  0.14, 610, 10.885926,  0.055275,  0.001033, 55.68,  0.999999, -0.05, -0.05, 0, 0, 
616, Feelings I have no time for them no chance of them, feelings i have no time for the mochins of the,  0.00,  0.14, 610,  9.028190,  0.051626,  0.000930, 55.67,  0.999999, -0.04, -0.04, 0, 0, 
617, I pass my whole life miss in turning an immense pecuniary Mangle, i passed my whole life miss in turning in immense pecuniary mangle,  0.00,  0.16, 610, 12.841080,  0.063979,  0.001120, 55.74,  0.999999, -0.01, -0.01, 0, 0, 
618, After this odd description of his daily routine of employment, after this of his great sin of his daily routine of employment,  0.00,  0.14, 610, 10.525599,  0.055498,  0.001127, 55.72,  0.999999,  0.08,  0.08, 0, 0, 
619, Mr Lorry flattened his flaxen wig upon his head with both hands, mister lorry flattened his flakes and wave upon his head with both hands, -0.00,  0.14, 610, 11.699560,  0.057088,  0.000973, 55.69,  0.999999, -0.07, -0.07, 0, 0, 
620, which was most unnecessary for nothing could be flatter than its shining surface was before, which was most necessary for nothing could be flatter than its shining surface was before,  0.00,  0.14, 610, 14.834698,  0.065176,  0.001216, 55.72,  0.999999, -0.09, -0.09, 0, 0, 
621, and resumed his former attitude, and resumed his former at to,  0.00,  0.15, 430,  8.715862,  0.060800,  0.001510, 52.64,  0.999997,  0.05,  0.05, 0, 0, 
622, So far miss as you have remarked, so far miss as i have remarked,  0.00,  0.14, 610,  5.762213,  0.040545,  0.001050, 55.70,  0.999999, -0.09, -0.09, 0, 0, 
623, this is the story of your regretted father, this is the story as i a grade father,  0.00,  0.14, 10, 444.970905,  2.771889,  0.059409, 20.00,  0.995039, -0.05, -0.05, 0, 0, 
624, Now comes the difference If your father had not died when he did, now comes the difference if you were father had not died when he did,  0.00,  0.14, 610, 10.283646,  0.054185,  0.000996, 55.69,  0.999999, -0.09, -0.09, 0, 0, 
625, Don't be frightened How you start She did indeed start, don't be frightened how you start seated in the start, -0.00,  0.14, 610,  9.163156,  0.051615,  0.000951, 55.73,  0.999999, -0.04, -0.04, 0, 0, 
626, And she caught his wrist with both her hands, and she caught his wrist as those her hands, -0.00,  0.12, 70, 53.982173,  0.333904,  0.007145, 36.93,  0.999899,  0.08,  0.08, 0, 0, 
627, Pray said Mr Lorry in a soothing tone, pray said mister lorry in the soothing tone, -0.00,  0.15, 610,  7.929630,  0.049940,  0.001099, 55.77,  0.999999,  0.04,  0.04, 0, 0, 
628, bringing his left hand from the back of the chair to lay it on the supplicatory fingers that clasped him in so violent a tremble, bringing his left hand from the back of the territolay on the supper the tory fingers that clasped him in so violent a tremble, -0.00,  0.15, 610, 21.175946,  0.080096,  0.001085, 55.68,  0.999999,  0.16,  0.16, 0, 0, 
629, pray control your agitation a matter of business, pray control your agitation the matter of business,  0.00,  0.14, 610,  8.062862,  0.047479,  0.001071, 55.74,  0.999999, -0.05, -0.05, 0, 0, 
630, As I was saying Her look so discomposed him that he stopped wandered and began anew, as i was saying her look so discomposed him that he stopped wandered and began a new, -0.00,  0.15, 610, 14.014987,  0.064780,  0.001070, 55.67,  0.999999,  0.27,  0.27, 0, 0, 
631, As I was saying if Monsieur Manette had not died, as i was saying if miss er manephad not died, -0.00,  0.15, 610,  8.929992,  0.051688,  0.001064, 55.66,  0.999999, -0.01, -0.01, 0, 0, 
632, if he had suddenly and silently disappeared, if he had suddenly in silently disappeared, -0.00,  0.14, 470, 10.772689,  0.063934,  0.001219, 53.39,  0.999998, -0.02, -0.02, 0, 0, 
633, if he had been spirited away, if he had been spit it away, -0.00,  0.14, 610,  6.028090,  0.041447,  0.001076, 55.75,  0.999999,  0.03,  0.03, 0, 0, 
634, if it had not been difficult to guess to what dreadful place though no art could trace him, if it had not been difficult to guess to what dreadful place though no art could place him, -0.00,  0.13, 610, 13.455762,  0.061130,  0.001013, 55.68,  0.999999,  0.03,  0.03, 0, 0, 
635, if he had an enemy in some compatriot who could exercise a privilege, if he had an enemy in something a trio with the exercise of privilege, -0.00,  0.14, 610, 11.737955,  0.057800,  0.001014, 55.71,  0.999999,  0.10,  0.10, 0, 0, 
636, that I in my own time have known the boldest people afraid to speak of in a whisper across the water there for instance, that i in my own fine have known the ball this people of races be of in a whisper across the water there for instance, -0.00,  0.14, 610, 19.340796,  0.075734,  0.001112, 55.71,  0.999999,  0.02,  0.02, 0, 0, 
637, the privilege of filling up blank forms for the consignment of any one to the oblivion of a prison for any length of time, the privilege of filling up blank forms for the consignment of any one to the oblivion of the present for any length of time, -0.00,  0.15, 610, 19.368752,  0.076368,  0.001114, 55.68,  0.999999, -0.03, -0.03, 0, 0, 
638, if his wife had implored the king the queen the court the clergy for any tidings of him and all quite in vain, if his wife had implored the king of clean the court the party for any tidings of him in a wide in vain,  0.00,  0.15, 610, 17.333532,  0.072332,  0.001087, 55.72,  0.999999, -0.04, -0.04, 0, 0, 
639, then the history of your father would have been the history of this unfortunate gentleman, then to his three of your father would have been the history of this unfortunate gentleman,  0.00,  0.14, 50, 169.945720,  0.785052,  0.011928, 33.96,  0.999799, -0.01, -0.01, 0, 0, 
640, the Doctor of Beauvais I entreat you to tell me more, the doctor of eva i am tree be to tell me more, -0.00,  0.14, 610,  8.867705,  0.051211,  0.001115, 55.69,  0.999999,  0.03,  0.03, 0, 0, 
641, sir I will, sir in will, -0.00,  0.13, 90, 19.981590,  0.192540,  0.006658, 39.10,  0.999939,  0.22,  0.22, 0, 0, 
642, I am going to, i am though i do,  0.00,  0.17, 10, 241.741469,  2.221445,  0.062991, 20.13,  0.995179,  0.01,  0.01, 0, 0, 
643, You can bear it, you can bear, -0.00,  0.14, 50, 41.811256,  0.385061,  0.013484, 33.94,  0.999798, -0.02, -0.02, 0, 0, 
644, I can bear anything but the uncertainty you leave me in at this moment, i can bear anything but the uncertainty you leave me in it this little ment,  0.00,  0.16, 70, 109.023795,  0.560660,  0.009787, 36.93,  0.999899, -0.06, -0.06, 0, 0, 
645, You speak collectedly and you are collected, you eflectedly and you are collected,  0.00,  0.14, 610,  7.103637,  0.044865,  0.000990, 55.71,  0.999999,  0.02,  0.02, 0, 0, 
646, That's good Though his manner was less satisfied than his words, for the ill is man or was left fatisfithentyfor, -0.00,  0.14, 10, 632.295712,  3.313326,  0.057063, 19.98,  0.995017, -0.03, -0.03, 0, 0, 
647, A matter of business Regard it as a matter of business business that must be done, a matter of business were guarded as a matter of business business that must be done,  0.00,  0.14, 610, 12.029061,  0.057972,  0.001002, 55.69,  0.999999,  0.07,  0.07, 0, 0, 
648, Now if this doctor's wife, now if this doctor is wife,  0.00,  0.13, 610,  4.937273,  0.036060,  0.000942, 55.71,  0.999999, -0.03, -0.03, 0, 0, 
649, though a lady of great courage and spirit had suffered so intensely from this cause before her little child was born, the lady of great curnententsberoohadsuffered so intensely from this cost before her little child was born, -0.00,  0.15, 610, 20.252261,  0.078175,  0.001095, 55.68,  0.999999,  0.01,  0.01, 0, 0, 
650, The little child was a daughter, the little child who is a daughter,  0.00,  0.15, 50, 68.895600,  0.506310,  0.013057, 33.97,  0.999799, -0.10, -0.10, 0, 0, 
651, if the poor lady had suffered so intensely before her little child was born, if the poor lady had suffered so intensely before her little child was for, -0.00,  0.15, 50, 169.268480,  0.791441,  0.013208, 33.98,  0.999800, -0.00, -0.00, 0, 0, 
652, that she came to the determination of sparing the poor child the inheritance of any part of the agony, that he came to the determination of sparing the poor child the inheritance of any part of the avenue, -0.00,  0.15, 610, 17.186698,  0.072117,  0.001163, 55.72,  0.999999, -0.00, -0.00, 0, 0, 
653, she had known the pains of by rearing her in the belief that her father was dead, she had known the pains of by rearing her in to the leaf that her father was dead, -0.00,  0.15, 70, 114.891523,  0.550604,  0.009715, 36.90,  0.999898,  0.01,  0.01, 0, 0, 
654, No don't kneel In Heaven's name why should you kneel to me, now then kneel in heaven's name wife of you kneel to me,  0.00,  0.16, 610, 10.633813,  0.059696,  0.001149, 55.73,  0.999999, -0.05, -0.05, 0, 0, 
655, For the truth You confuse me, for the truth you can fuse me, -0.00,  0.14, 570,  5.785576,  0.041926,  0.001050, 55.07,  0.999998,  0.01,  0.01, 0, 0, 
656, and how can I transact business if I am confused, and how can i find as business if i am confused,  0.00,  0.13, 70, 73.484383,  0.414802,  0.007559, 36.87,  0.999897,  0.01,  0.01, 0, 0, 
657, Let us be clear headed, let us be clear heavy,  0.00,  0.14, 410,  6.139949,  0.050843,  0.001318, 52.22,  0.999997, -0.13, -0.13, 0, 0, 
